file	percent	reads	taxon_id	taxon_name
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002872	925	663160	Bacteria;NA;NA;NA;NA;NA;mixed culture bacterium MN_gF3SD01_16;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002816	907	1522	Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;[Clostridium] innocuum;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002816	907	2293176	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;Ruminococcus sp. AF33-11BH;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002797	901	83683	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus amylolyticus;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002794	900	658088	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;NA;Lachnospiraceae bacterium 9_1_43BFAA;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002788	898	35787	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Limosilactobacillus pontis;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002769	892	2585118	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes communis;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002735	881	2292949	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. AM30-16;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002729	879	138595	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;Olsenella profusa;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002720	876	246787	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides cellulosilyticus;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002717	875	208962	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia albertii;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002707	872	39778	Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;Veillonella dispar;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002701	870	69824	Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;[Clostridium] cocleatum;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002692	867	469593	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. 3_1_40A;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002676	862	237679	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Lentibacillus;Lentibacillus halodurans;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002664	858	2302946	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;Coprococcus sp. AF27-8;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002639	850	29347	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;[Clostridium] scindens;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002623	845	1343	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus vestibularis;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002614	842	1579343	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sp. 263_SSPC;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002608	840	1550024	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruthenibacterium;Ruthenibacterium lactatiformans;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002592	835	358743	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;Enterocloster citroniae;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002583	832	387090	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola coprophilus;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002580	831	46228	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter;[Ruminococcus] lactaris;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002574	829	1630172	Bacteria;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium hapali;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002552	822	1683	Bacteria;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium angulatum;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002530	815	833	Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter;Fibrobacter succinogenes;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002530	815	1517758	Bacteria;Bacteroidetes;Saprospiria;Saprospirales;Lewinellaceae;Lewinella;Lewinella lacunae;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002521	812	2293225	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;Ruminococcus sp. AM54-14NS;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002518	811	1773	Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002499	805	2292221	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella sp. AF20-14LB;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002493	803	1346286	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas;Dysgonomonas macrotermitis;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002487	801	626929	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides clarus;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002474	797	2293089	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;Coprococcus sp. AF18-48;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002459	792	230143	Bacteria;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae;Scardovia;Scardovia wiggsiae;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002447	788	2510645	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Tropicimonas;Tropicimonas sp. IMCC6043;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002443	787	1262912	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides sp. CAG:2;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002440	786	2763667	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;NA;Lachnospiraceae bacterium NSJ-29;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002428	782	267363	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus zymae;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002428	782	2320115	Bacteria;NA;NA;NA;NA;NA;bacterium 1XD8-76;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002419	779	1512	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoclostridium;[Clostridium] symbiosum;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002409	776	105843	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerobutyricum;Anaerobutyricum soehngenii;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002403	774	2292031	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella sp. AM24-1;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002400	773	33033	Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Parvimonas;Parvimonas micra;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002397	772	390841	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus;Lentilactobacillus farraginis;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002388	769	52769	Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces gerencseriae;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002378	766	387661	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides johnsonii;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002372	764	290055	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Faecalicatena;Faecalicatena fissicatena;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002369	763	469597	Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Coprobacillaceae;Coprobacillus;Coprobacillus sp. 8_2_54BFAA;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002366	762	2212563	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;NA;CrAssphage sp.;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002356	759	310297	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola plebeius;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002341	754	1405	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus mycoides;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002338	753	1359	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus cremoris;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002338	753	197614	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pasteurianus;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002335	752	2479838	Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium transplantifaecale;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002310	744	28118	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;Odoribacter splanchnicus;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002310	744	1407671	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;NA;uncultured Mediterranean phage uvMED;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002304	742	358742	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;Enterocloster aldenensis;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002294	739	2292325	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella sp. OF03-4AA;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002291	738	762210	Bacteria;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium saguini;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002282	735	2292321	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella sp. AM42-18AC;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002260	728	2292014	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella sp. AF37-9;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002248	724	2302974	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;NA;Lachnospiraceae bacterium AM25-17;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002242	722	1907659	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia sp. Marseille-P3201T;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002238	721	1852361	Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces bouchesdurhonensis;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002223	716	1276	Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Kytococcaceae;Kytococcus;Kytococcus sedentarius;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002220	715	89014	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia luti;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002217	714	2292026	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella sp. AM16-21;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002214	713	2292027	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella sp. AM17-1;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002211	712	626935	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella tanakaei;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002201	709	33905	Bacteria;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium thermophilum;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002192	706	310298	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola coprocola;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002192	706	1203069	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus gigeriorum;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002189	705	1852371	Bacteria;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Raoultibacter;Raoultibacter massiliensis;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002173	700	2292343	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella sp. TM09-10AT;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002164	697	160404	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum;Anaerotignum lactatifermentans;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002161	696	658663	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas sp. 31_2;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002148	692	96565	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus hamsteri;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002139	689	2772069	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;NA;crAssphage cr108_1;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002133	687	1328	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus anginosus;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002133	687	2292028	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella sp. AM18-10;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002127	685	2772081	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;NA;crAssphage cr56_1;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002117	682	1262780	Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium sp. CAG:221;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002114	681	378275	Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;NA;Infundibulicybe;Infundibulicybe gibba;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002102	677	1262951	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;Ruminococcus sp. CAG:17;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002089	673	133926	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;Olsenella uli;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002083	671	342942	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter glycyrrhizinilyticus;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002077	669	1535	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;NA;[Clostridium] leptum;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002074	668	5288	Eukaryota;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;Rhodotorula diobovata;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002074	668	411484	Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium sp. SS2/1;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002074	668	2292069	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;Ruminococcus sp. AF41-9;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002062	664	147207	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella intestinalis;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002055	662	1226324	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia sp. KLE 1732;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002027	653	1720294	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Eisenbergiella;Eisenbergiella massiliensis;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002021	651	1625	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Fructilactobacillus;Fructilactobacillus sanfranciscensis;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002021	651	28111	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides eggerthii;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002012	648	1305	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002012	648	169435	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Anaerotruncus;Anaerotruncus colihominis;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002009	647	1335613	Bacteria;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Gordonibacter;Gordonibacter urolithinfaciens;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002006	646	1302	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus gordonii;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.002006	646	1896978	Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium sp. 26_22;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.001996	643	2759747	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Limosilactobacillus balticus;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.001990	641	39482	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Faecalicatena;Faecalicatena contorta;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.001987	640	665941	Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Coprobacillaceae;Coprobacillus;Coprobacillus sp. 3_3_56FAA;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.001981	638	102684	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus infantarius;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.001971	635	33043	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;Coprococcus eutactus;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.001959	631	1263022	Bacteria;Firmicutes;NA;NA;NA;NA;Firmicutes bacterium CAG:424;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.001956	630	1701325	Bacteria;NA;NA;NA;NA;NA;uncultured bacterium 5G12;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.001953	629	1299998	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Tractidigestivibacter;Tractidigestivibacter scatoligenes;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.001940	625	871327	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides chinchillae;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.001934	623	1532	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia coccoides;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.001931	622	2705432	Bacteria;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium sp. DSM 109960;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.001928	621	85831	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides acidifaciens;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.001922	619	1322	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia hansenii;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.001916	617	2292315	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella sp. AM33-4BH;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.001912	616	187327	Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus;Acidaminococcus intestini;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.001872	603	2292324	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella sp. OF02-10;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.001866	601	550	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter cloacae;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.001866	601	1263056	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides vulgatus CAG:6;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.001860	599	411489	Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium sp. L2-50;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.001857	598	228604	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella salivae;
/data/taur/34B_IGO_07976_41_S95_R1_001_kneaddata_paired_1.kaiju.out	0.001847	595	2292215	Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella sp. AF16-8;
